3.70,3.74,2.11,2.37,2.35,2.56,3.12
3.68,3.76,2.89,2.24,3.74,3.48
2.01,3.03,2.64,2.46,3.17
3.06,2.20,2.69,3.36,2.74
2.49,2.81,2.23,2.77,2.77
2.47,2.23,2.09,2.89,2.99,3.36
2.50,2.77,3.41,2.61,3.06,3.33
3.95,3.26,3.35,3.37
